Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,casa_forma_punti,casa_forma_media_punti,casa_forma_gol_fatti,casa_forma_gol_subiti,casa_forma_media_gol_fatti,casa_forma_media_gol_subiti,casa_home_punti,casa_home_media_punti,casa_home_gol_fatti,casa_home_gol_subiti,casa_home_media_gol_fatti,casa_home_media_gol_subiti,trasferta_forma_punti,trasferta_forma_media_punti,trasferta_forma_gol_fatti,trasferta_forma_gol_subiti,trasferta_forma_media_gol_fatti,trasferta_forma_media_gol_subiti,trasferta_away_punti,trasferta_away_media_punti,trasferta_away_gol_fatti,trasferta_away_gol_subiti,trasferta_away_media_gol_fatti,trasferta_away_media_gol_subiti,h2h_vittorie_casa,h2h_vittorie_trasferta,h2h_pareggi,h2h_partite,differenza_forma_punti,differenza_attacco,differenza_difesa,casa_home_vs_trasferta_away_punti
2023-09-01,Roma,Milan,1,2,A,5,1.0,8,9,1.6,1.8,18,1.8,18,12,1.8,1.2,15,3.0,15,3,3.0,0.6,14,1.4,12,10,1.2,1.0,0,3,2,5,-2.0,1.0,1.2,0.40000000000000013
2023-09-02,Napoli,Lazio,1,2,A,13,2.6,12,4,2.4,0.8,20,2.0,14,7,1.4,0.7,9,1.8,7,5,1.4,1.0,19,1.9,13,7,1.3,0.7,4,1,0,5,0.8,1.4,0.5999999999999999,0.10000000000000009
2023-09-02,Atalanta,Monza,3,0,H,9,1.8,13,8,2.6,1.6,19,1.9,19,13,1.9,1.3,6,1.2,6,9,1.2,1.8,15,1.5,12,15,1.2,1.5,2,0,0,2,0.6000000000000001,0.8,-0.40000000000000013,0.3999999999999999
2023-09-02,Bologna,Cagliari,2,1,H,8,1.6,11,8,2.2,1.6,14,1.4,10,7,1.0,0.7,3,0.6,2,6,0.4,1.2,10,1.0,7,13,0.7,1.3,2,2,0,4,1.0,1.0000000000000002,-1.2000000000000002,0.3999999999999999
2023-09-03,Inter,Fiorentina,4,0,H,12,2.4,9,5,1.8,1.0,21,2.1,18,9,1.8,0.9,11,2.2,12,6,2.4,1.2,17,1.7,19,11,1.9,1.1,3,1,1,5,0.19999999999999973,0.6000000000000001,1.4,0.40000000000000013
2023-09-03,Torino,Genoa,1,0,H,5,1.0,6,6,1.2,1.2,8,0.8,7,13,0.7,1.3,6,1.2,4,9,0.8,1.8,7,0.7,3,15,0.3,1.5,2,1,1,4,-0.19999999999999996,-0.6000000000000001,-0.3999999999999999,0.10000000000000009
2023-09-03,Empoli,Juventus,0,2,A,4,0.8,5,7,1.0,1.4,13,1.3,12,14,1.2,1.4,7,1.4,6,6,1.2,1.2,16,1.6,12,9,1.2,0.9,2,2,0,4,-0.5999999999999999,-0.19999999999999996,-0.19999999999999996,-0.30000000000000004
2023-09-03,Lecce,Salernitana,2,0,H,8,1.6,7,6,1.4,1.2,9,0.9,8,12,0.8,1.2,6,1.2,8,9,1.6,1.8,7,0.7,9,13,0.9,1.3,1,1,0,2,0.40000000000000013,-0.40000000000000013,0.40000000000000013,0.20000000000000007
2023-09-16,Juventus,Lazio,3,1,H,10,2.0,7,2,1.4,0.4,19,1.9,15,10,1.5,1.0,9,1.8,8,6,1.6,1.2,19,1.9,13,8,1.3,0.8,3,1,1,5,0.19999999999999996,0.19999999999999996,1.2000000000000002,0.0
2023-09-16,Inter,Milan,5,1,H,15,3.0,12,2,2.4,0.4,21,2.1,21,9,2.1,0.9,15,3.0,12,3,2.4,0.6,17,1.7,14,10,1.4,1.0,2,2,1,5,0.0,1.7999999999999998,2.0,0.40000000000000013
2023-09-16,Genoa,Napoli,2,2,D,3,0.6,2,9,0.4,1.8,13,1.3,7,11,0.7,1.1,10,2.0,10,5,2.0,1.0,23,2.3,20,7,2.0,0.7,1,3,0,4,-1.4,-0.6,0.19999999999999996,-0.9999999999999998
2023-09-17,Cagliari,Udinese,0,0,D,2,0.4,2,7,0.4,1.4,8,0.8,8,16,0.8,1.6,2,0.4,3,8,0.6,1.6,5,0.5,5,17,0.5,1.7,1,2,1,4,0.0,-1.2000000000000002,-0.7999999999999999,0.30000000000000004
2023-09-17,Monza,Lecce,1,1,D,3,0.6,4,11,0.8,2.2,15,1.5,13,11,1.3,1.1,10,2.0,9,6,1.8,1.2,11,1.1,10,13,1.0,1.3,0,1,1,2,-1.4,-0.3999999999999999,-0.40000000000000013,0.3999999999999999
2023-09-17,Fiorentina,Atalanta,3,2,H,10,2.0,11,9,2.2,1.8,19,1.9,18,9,1.8,0.9,9,1.8,13,7,2.6,1.4,13,1.3,13,13,1.3,1.3,2,2,1,5,0.19999999999999996,0.8000000000000003,0.8,0.5999999999999999
2023-09-17,Roma,Empoli,7,0,H,4,0.8,7,9,1.4,1.8,15,1.5,18,14,1.8,1.4,1,0.2,1,8,0.2,1.6,4,0.4,6,14,0.6,1.4,4,0,0,4,0.6000000000000001,-0.20000000000000018,-1.6,1.1
2023-09-18,Verona,Bologna,0,0,D,7,1.4,6,8,1.2,1.6,15,1.5,10,16,1.0,1.6,8,1.6,8,8,1.6,1.6,15,1.5,18,14,1.8,1.4,2,1,2,5,-0.20000000000000018,-0.40000000000000013,0.0,0.0
2023-09-18,Salernitana,Torino,0,3,A,5,1.0,6,9,1.2,1.8,16,1.6,17,14,1.7,1.4,7,1.4,6,5,1.2,1.0,17,1.7,16,12,1.6,1.2,0,2,2,4,-0.3999999999999999,0.19999999999999996,-0.6000000000000001,-0.09999999999999987
2023-09-22,Lecce,Genoa,1,0,H,8,1.6,9,7,1.8,1.4,11,1.1,9,11,0.9,1.1,4,0.8,4,8,0.8,1.6,6,0.6,2,15,0.2,1.5,0,0,0,0,0.8,0.19999999999999996,-0.5999999999999999,0.5000000000000001
2023-09-23,Milan,Verona,1,0,H,12,2.4,12,8,2.4,1.6,24,2.4,21,5,2.1,0.5,7,1.4,5,7,1.0,1.4,9,0.9,7,14,0.7,1.4,5,0,0,5,1.0,1.0,-0.6000000000000001,1.5
2023-09-23,Sassuolo,Juventus,4,2,H,3,0.6,6,12,1.2,2.4,17,1.7,14,13,1.4,1.3,13,2.6,10,2,2.0,0.4,16,1.6,12,9,1.2,0.9,2,3,0,5,-2.0,0.7999999999999999,-0.3999999999999999,0.09999999999999987
2023-09-23,Lazio,Monza,1,1,D,6,1.2,6,7,1.2,1.4,17,1.7,12,10,1.2,1.0,4,0.8,5,11,1.0,2.2,12,1.2,11,18,1.1,1.8,2,0,0,2,0.3999999999999999,-1.0000000000000002,-0.3999999999999999,0.5
2023-09-24,Empoli,Inter,0,1,A,0,0.0,0,14,0.0,2.8,12,1.2,10,14,1.0,1.4,15,3.0,14,1,2.8,0.2,17,1.7,17,7,1.7,0.7,1,3,0,4,-3.0,-0.2,0.0,-0.5
2023-09-24,Atalanta,Cagliari,2,0,H,9,1.8,13,7,2.6,1.4,19,1.9,20,13,2.0,1.3,3,0.6,1,4,0.2,0.8,10,1.0,8,14,0.8,1.4,3,1,0,4,1.2000000000000002,1.8,-1.2,0.8999999999999999
2023-09-24,Udinese,Fiorentina,0,2,A,3,0.6,1,5,0.2,1.0,13,1.3,13,11,1.3,1.1,10,2.0,12,10,2.4,2.0,17,1.7,19,14,1.9,1.4,3,2,0,5,-1.4,-1.8,1.4,-0.3999999999999999
2023-09-24,Bologna,Napoli,0,0,D,8,1.6,6,6,1.2,1.2,14,1.4,10,8,1.0,0.8,10,2.0,10,5,2.0,1.0,21,2.1,19,9,1.9,0.9,0,4,1,5,-0.3999999999999999,0.19999999999999996,0.8,-0.7000000000000002
2023-09-24,Torino,Roma,1,1,D,7,1.4,5,5,1.0,1.0,10,1.0,6,11,0.6,1.1,7,1.4,13,7,2.6,1.4,6,0.6,8,14,0.8,1.4,1,3,1,5,0.0,-0.3999999999999999,1.6,0.4
2023-09-26,Juventus,Lecce,1,0,H,10,2.0,11,6,2.2,1.2,22,2.2,18,9,1.8,0.9,11,2.2,8,4,1.6,0.8,9,0.9,9,14,0.9,1.4,2,0,0,2,-0.20000000000000018,1.4000000000000001,0.40000000000000013,1.3000000000000003
2023-09-27,Lazio,Torino,2,0,H,4,0.8,5,8,1.0,1.6,17,1.7,12,10,1.2,1.0,8,1.6,6,5,1.2,1.0,19,1.9,17,10,1.7,1.0,0,1,4,5,-0.8,0.0,-0.40000000000000013,-0.19999999999999996
2023-09-27,Napoli,Udinese,4,1,H,8,1.6,8,5,1.6,1.0,17,1.7,12,9,1.2,0.9,3,0.6,1,6,0.2,1.2,6,0.6,5,16,0.5,1.6,4,0,1,5,1.0,0.40000000000000013,-0.8,1.1
2023-09-27,Inter,Sassuolo,1,2,A,15,3.0,14,1,2.8,0.2,21,2.1,23,9,2.3,0.9,6,1.2,9,11,1.8,2.2,8,0.8,14,24,1.4,2.4,4,1,0,5,1.8,0.5999999999999996,1.6,1.3
2023-09-27,Verona,Atalanta,0,1,A,7,1.4,4,5,0.8,1.0,15,1.5,9,15,0.9,1.5,9,1.8,10,5,2.0,1.0,10,1.0,13,16,1.3,1.6,1,4,0,5,-0.40000000000000013,-0.19999999999999996,1.0,0.5
2023-09-27,Empoli,Salernitana,1,0,H,0,0.0,0,13,0.0,2.6,12,1.2,10,13,1.0,1.3,3,0.6,4,9,0.8,1.8,7,0.7,9,14,0.9,1.4,2,0,2,4,-0.6,-1.8,-1.8,0.5
2023-09-27,Cagliari,Milan,1,3,A,2,0.4,1,6,0.2,1.2,6,0.6,6,15,0.6,1.5,12,2.4,10,7,2.0,1.4,14,1.4,14,15,1.4,1.5,0,3,1,4,-2.0,-1.2,0.8,-0.7999999999999999
2023-09-28,Monza,Bologna,0,0,D,5,1.0,4,7,0.8,1.4,15,1.5,12,10,1.2,1.0,6,1.2,3,4,0.6,0.8,13,1.3,16,13,1.6,1.3,1,1,0,2,-0.19999999999999996,0.0,-0.7999999999999999,0.19999999999999996
2023-09-28,Genoa,Roma,4,1,H,4,0.8,4,8,0.8,1.6,13,1.3,9,13,0.9,1.3,5,1.0,12,7,2.4,1.4,7,0.7,8,13,0.8,1.3,0,3,1,4,-0.19999999999999996,-0.5999999999999999,0.7999999999999998,0.6000000000000001
2023-09-30,Lecce,Napoli,0,4,A,8,1.6,6,4,1.2,0.8,14,1.4,10,10,1.0,1.0,8,1.6,9,5,1.8,1.0,19,1.9,17,9,1.7,0.9,0,1,1,2,0.0,0.19999999999999996,1.0,-0.5
2023-09-30,Milan,Lazio,2,0,H,12,2.4,11,8,2.2,1.6,24,2.4,21,5,2.1,0.5,7,1.4,6,6,1.2,1.2,16,1.6,13,11,1.3,1.1,3,2,0,5,1.0,1.0000000000000002,-0.40000000000000013,0.7999999999999998
2023-09-30,Salernitana,Inter,0,4,A,2,0.4,2,8,0.4,1.6,17,1.7,18,13,1.8,1.3,12,2.4,13,3,2.6,0.6,19,1.9,18,7,1.8,0.7,0,3,1,4,-2.0,-0.19999999999999996,1.0,-0.19999999999999996
2023-10-01,Bologna,Empoli,3,0,H,7,1.4,3,2,0.6,0.4,15,1.5,10,7,1.0,0.7,3,0.6,1,12,0.2,2.4,4,0.4,6,19,0.6,1.9,0,3,1,4,0.7999999999999999,-1.7999999999999998,-0.2,1.1
2023-10-01,Udinese,Genoa,2,2,D,3,0.6,2,7,0.4,1.4,12,1.2,11,11,1.1,1.1,7,1.4,7,5,1.4,1.0,6,0.6,2,10,0.2,1.0,1,0,3,4,-0.7999999999999999,-0.6,0.0,0.6
2023-10-01,Atalanta,Juventus,0,0,D,9,1.8,9,5,1.8,1.0,22,2.2,21,11,2.1,1.1,10,2.0,9,6,1.8,1.2,16,1.6,14,12,1.4,1.2,2,1,2,5,-0.19999999999999996,0.6000000000000001,0.8,0.6000000000000001
2023-10-02,Torino,Verona,0,0,D,7,1.4,6,7,1.2,1.4,8,0.8,6,12,0.6,1.2,4,0.8,3,6,0.6,1.2,8,0.8,7,15,0.7,1.5,3,0,2,5,0.5999999999999999,0.0,-0.7999999999999999,0.0
2023-10-02,Fiorentina,Cagliari,3,0,H,8,1.6,8,9,1.6,1.8,22,2.2,20,9,2.0,0.9,1,0.2,2,9,0.4,1.8,7,0.7,6,15,0.6,1.5,2,0,2,4,1.4000000000000001,-0.19999999999999996,-1.4,1.5000000000000002
2023-10-02,Sassuolo,Monza,0,1,A,9,1.8,11,10,2.2,2.0,17,1.7,15,13,1.5,1.3,6,1.2,4,5,0.8,1.0,13,1.3,12,16,1.2,1.6,0,1,1,2,0.6000000000000001,1.2000000000000002,-1.2,0.3999999999999999
2023-10-06,Empoli,Udinese,0,0,D,3,0.6,1,13,0.2,2.6,15,1.5,11,12,1.1,1.2,3,0.6,3,8,0.6,1.6,6,0.6,5,17,0.5,1.7,1,2,1,4,0.0,-1.4000000000000001,-2.0,0.9
2023-10-06,Lecce,Sassuolo,1,1,D,7,1.4,4,6,0.8,1.2,14,1.4,10,12,1.0,1.2,9,1.8,11,9,2.2,1.8,10,1.0,14,23,1.4,2.3,0,2,0,2,-0.40000000000000013,-1.0,1.0000000000000002,0.3999999999999999
2023-10-07,Inter,Bologna,2,2,D,12,2.4,15,3,3.0,0.6,18,1.8,22,11,2.2,1.1,9,1.8,5,1,1.0,0.2,14,1.4,16,12,1.6,1.2,3,2,0,5,0.5999999999999999,2.8,0.4,0.40000000000000013
2023-10-07,Juventus,Torino,2,0,H,10,2.0,8,5,1.6,1.0,22,2.2,18,9,1.8,0.9,8,1.6,5,3,1.0,0.6,19,1.9,17,11,1.7,1.1,3,0,2,5,0.3999999999999999,1.0,0.0,0.30000000000000027
2023-10-07,Genoa,Milan,0,1,A,5,1.0,8,7,1.6,1.4,15,1.5,12,13,1.2,1.3,12,2.4,9,7,1.8,1.4,17,1.7,16,14,1.6,1.4,0,3,1,4,-1.4,0.20000000000000018,0.40000000000000013,-0.19999999999999996
2023-10-08,Monza,Salernitana,3,0,H,6,1.2,3,5,0.6,1.0,16,1.6,12,9,1.2,0.9,1,0.2,1,11,0.2,2.2,6,0.6,9,15,0.9,1.5,1,1,0,2,1.0,-1.6,-0.8,1.0
2023-10-08,Lazio,Atalanta,3,2,H,7,1.4,6,7,1.2,1.4,20,2.0,14,8,1.4,0.8,10,2.0,8,3,1.6,0.6,13,1.3,14,14,1.4,1.4,2,1,2,5,-0.6000000000000001,0.6,0.20000000000000018,0.7
2023-10-08,Cagliari,Roma,1,4,A,1,0.2,2,10,0.4,2.0,5,0.5,6,17,0.6,1.7,7,1.4,12,7,2.4,1.4,6,0.6,8,16,0.8,1.6,1,3,0,4,-1.2,-0.9999999999999999,0.3999999999999999,-0.09999999999999998
2023-10-08,Napoli,Fiorentina,1,3,A,8,1.6,11,5,2.2,1.0,20,2.0,16,9,1.6,0.9,10,2.0,9,7,1.8,1.4,15,1.5,17,15,1.7,1.5,3,1,1,5,-0.3999999999999999,0.8000000000000003,0.8,0.5
2023-10-21,Verona,Napoli,1,3,A,2,0.4,1,4,0.2,0.8,12,1.2,8,16,0.8,1.6,8,1.6,11,6,2.2,1.2,19,1.9,19,9,1.9,0.9,0,2,3,5,-1.2000000000000002,-1.0,1.4000000000000001,-0.7
2023-10-21,Torino,Inter,0,3,A,5,1.0,4,5,0.8,1.0,9,0.9,6,8,0.6,0.8,10,2.0,13,5,2.6,1.0,22,2.2,22,6,2.2,0.6,0,4,1,5,-1.0,-0.19999999999999996,1.6,-1.3000000000000003
2023-10-21,Sassuolo,Lazio,0,2,A,7,1.4,9,9,1.8,1.8,14,1.4,14,14,1.4,1.4,7,1.4,7,8,1.4,1.6,15,1.5,13,13,1.3,1.3,2,3,0,5,0.0,0.19999999999999996,-0.40000000000000013,-0.10000000000000009
2023-10-22,Milan,Juventus,0,1,A,12,2.4,8,6,1.6,1.2,24,2.4,21,5,2.1,0.5,10,2.0,8,5,1.6,1.0,14,1.4,13,12,1.3,1.2,3,0,2,5,0.3999999999999999,0.6000000000000001,0.40000000000000013,1.0
2023-10-22,Atalanta,Genoa,2,0,H,7,1.4,7,6,1.4,1.2,22,2.2,21,11,2.1,1.1,5,1.0,8,7,1.6,1.4,6,0.6,4,12,0.4,1.2,1,0,3,4,0.3999999999999999,0.0,0.40000000000000013,1.6
2023-10-22,Roma,Monza,1,0,H,10,2.0,15,6,3.0,1.2,18,1.8,23,10,2.3,1.0,9,1.8,6,2,1.2,0.4,15,1.5,12,15,1.2,1.5,1,0,1,2,0.19999999999999996,2.6,0.0,0.30000000000000004
2023-10-22,Salernitana,Cagliari,2,2,D,1,0.2,1,12,0.2,2.4,14,1.4,15,17,1.5,1.7,1,0.2,2,12,0.4,2.4,6,0.6,5,17,0.5,1.7,0,0,2,2,0.0,-2.1999999999999997,-2.0,0.7999999999999999
2023-10-23,Udinese,Lecce,1,1,D,3,0.6,3,8,0.6,1.6,10,1.0,10,12,1.0,1.2,5,1.0,3,7,0.6,1.4,6,0.6,7,14,0.7,1.4,0,1,1,2,-0.4,-0.7999999999999999,-1.0,0.4
2023-10-23,Fiorentina,Empoli,0,2,A,13,2.6,12,4,2.4,0.8,24,2.4,22,8,2.2,0.8,4,0.8,1,11,0.2,2.2,3,0.3,5,21,0.5,2.1,1,1,2,4,1.8,0.19999999999999973,-0.6000000000000001,2.1
2023-10-27,Genoa,Salernitana,1,0,H,4,0.8,6,7,1.2,1.4,14,1.4,12,14,1.2,1.4,2,0.4,3,11,0.6,2.2,5,0.5,8,17,0.8,1.7,0,1,1,2,0.4,-1.0000000000000002,-0.7999999999999999,0.8999999999999999
2023-10-28,Sassuolo,Bologna,1,1,D,7,1.4,7,7,1.4,1.4,13,1.3,13,15,1.3,1.5,9,1.8,7,3,1.4,0.6,14,1.4,16,12,1.6,1.2,1,2,2,5,-0.40000000000000013,0.7999999999999999,0.0,-0.09999999999999987
2023-10-28,Lecce,Torino,0,1,A,5,1.0,3,7,0.6,1.4,15,1.5,10,11,1.0,1.1,2,0.4,1,8,0.2,1.6,19,1.9,15,9,1.5,0.9,0,2,0,2,0.6,-1.0,-1.2,-0.3999999999999999
2023-10-28,Juventus,Verona,1,0,H,10,2.0,6,4,1.2,0.8,22,2.2,16,7,1.6,0.7,1,0.2,2,7,0.4,1.4,9,0.9,7,13,0.7,1.3,3,1,1,5,1.8,-0.19999999999999996,-0.4,1.3000000000000003
2023-10-29,Monza,Udinese,1,1,D,8,1.6,5,2,1.0,0.4,16,1.6,13,8,1.3,0.8,3,0.6,4,9,0.8,1.8,6,0.6,5,17,0.5,1.7,0,1,1,2,1.0,-0.8,0.4,1.0
2023-10-29,Inter,Roma,1,0,H,10,2.0,11,4,2.2,0.8,19,1.9,24,12,2.4,1.2,10,2.0,9,6,1.8,1.2,9,0.9,11,15,1.1,1.5,4,1,0,5,0.0,1.0000000000000002,1.0,0.9999999999999999
2023-10-29,Napoli,Milan,2,2,D,10,2.0,12,5,2.4,1.0,17,1.7,15,12,1.5,1.2,12,2.4,7,2,1.4,0.4,20,2.0,16,11,1.6,1.1,3,2,0,5,-0.3999999999999999,2.0,0.3999999999999999,-0.30000000000000004
2023-10-30,Empoli,Atalanta,0,3,A,7,1.4,3,4,0.6,0.8,13,1.3,10,12,1.0,1.2,10,2.0,7,3,1.4,0.6,13,1.3,16,15,1.6,1.5,1,3,0,4,-0.6000000000000001,0.0,0.5999999999999999,0.0
2023-10-30,Lazio,Fiorentina,1,0,H,10,2.0,8,5,1.6,1.0,20,2.0,16,10,1.6,1.0,10,2.0,9,4,1.8,0.8,15,1.5,19,16,1.9,1.6,3,1,1,5,0.0,0.8,0.8,0.5
2023-11-03,Bologna,Lazio,1,0,H,9,1.8,8,4,1.6,0.8,17,1.7,14,8,1.4,0.8,12,2.4,8,4,1.6,0.8,15,1.5,13,13,1.3,1.3,2,2,1,5,-0.5999999999999999,0.8,0.8,0.19999999999999996
2023-11-04,Salernitana,Napoli,0,2,A,1,0.2,2,11,0.4,2.2,14,1.4,15,17,1.5,1.7,10,2.0,14,7,2.8,1.4,19,1.9,18,10,1.8,1.0,0,3,1,4,-1.8,-0.9999999999999999,0.5999999999999996,-0.5
2023-11-04,Atalanta,Inter,1,2,A,10,2.0,8,3,1.6,0.6,22,2.2,21,10,2.1,1.0,10,2.0,11,4,2.2,0.8,25,2.5,24,4,2.4,0.4,0,3,2,5,0.0,0.8,1.6,-0.2999999999999998
2023-11-04,Milan,Udinese,0,1,A,10,2.0,8,4,1.6,0.8,23,2.3,20,5,2.0,0.5,4,0.8,5,8,1.0,1.6,4,0.4,5,18,0.5,1.8,1,1,3,5,1.2,0.0,0.19999999999999996,1.9
2023-11-05,Verona,Monza,1,3,A,1,0.2,2,7,0.4,1.4,12,1.2,9,16,0.9,1.6,8,1.6,5,2,1.0,0.4,14,1.4,10,14,1.0,1.4,0,1,1,2,-1.4000000000000001,0.0,-0.3999999999999999,-0.19999999999999996
2023-11-05,Cagliari,Genoa,2,1,H,4,0.8,8,15,1.6,3.0,7,0.7,10,20,1.0,2.0,7,1.4,7,6,1.4,1.2,5,0.5,3,13,0.3,1.3,0,4,0,4,-0.5999999999999999,0.40000000000000013,-1.6,0.19999999999999996
2023-11-05,Roma,Lecce,2,1,H,9,1.8,8,6,1.6,1.2,18,1.8,21,10,2.1,1.0,2,0.4,2,8,0.4,1.6,7,0.7,8,13,0.8,1.3,1,0,1,2,1.4,0.0,-0.7999999999999999,1.1
2023-11-05,Fiorentina,Juventus,0,1,A,7,1.4,7,5,1.4,1.0,21,2.1,20,9,2.0,0.9,13,2.6,5,0,1.0,0.0,17,1.7,13,10,1.3,1.0,1,2,2,5,-1.2000000000000002,1.4,0.0,0.40000000000000013
2023-11-06,Frosinone,Empoli,2,1,H,4,0.8,7,10,1.4,2.0,10,2.0,10,8,2.0,1.6,7,1.4,3,6,0.6,1.2,6,0.6,6,19,0.6,1.9,0,0,0,0,-0.5999999999999999,0.19999999999999996,-1.4,1.4
2023-11-06,Torino,Sassuolo,2,1,H,4,0.8,1,7,0.2,1.4,9,0.9,6,10,0.6,1.0,5,1.0,4,6,0.8,1.2,8,0.8,14,24,1.4,2.4,2,1,2,5,-0.19999999999999996,-1.0,-0.5999999999999999,0.09999999999999998
2023-11-10,Sassuolo,Salernitana,2,2,D,2,0.4,3,7,0.6,1.4,11,1.1,13,16,1.3,1.6,1,0.2,2,12,0.4,2.4,4,0.4,7,17,0.7,1.7,2,1,1,4,0.2,-1.7999999999999998,-0.9999999999999999,0.7000000000000001
2023-11-10,Genoa,Verona,1,0,H,4,0.8,4,7,0.8,1.4,16,1.6,13,14,1.3,1.4,1,0.2,3,9,0.6,1.8,8,0.8,7,14,0.7,1.4,0,1,3,4,0.6000000000000001,-1.0,-0.7999999999999999,0.8
2023-11-11,Juventus,Cagliari,2,1,H,13,2.6,5,0,1.0,0.0,22,2.2,13,5,1.3,0.5,7,1.4,9,13,1.8,2.6,4,0.4,5,18,0.5,1.8,4,0,0,4,1.2000000000000002,-1.6,1.8,1.8000000000000003
2023-11-11,Lecce,Milan,2,2,D,2,0.4,3,9,0.6,1.8,14,1.4,9,11,0.9,1.1,7,1.4,5,4,1.0,0.8,18,1.8,14,13,1.4,1.3,0,1,1,2,-0.9999999999999999,-0.20000000000000007,-0.8,-0.40000000000000013
2023-11-11,Monza,Torino,1,1,D,10,2.0,8,3,1.6,0.6,16,1.6,13,8,1.3,0.8,7,1.4,3,6,0.6,1.2,19,1.9,14,9,1.4,0.9,0,1,1,2,0.6000000000000001,0.40000000000000013,0.0,-0.2999999999999998
2023-11-12,Inter,Frosinone,2,0,H,13,2.6,12,3,2.4,0.6,22,2.2,25,11,2.5,1.1,6,1.2,8,10,1.6,2.0,2,0.4,5,9,1.0,1.8,0,0,0,0,1.4000000000000001,0.3999999999999999,1.0,1.8000000000000003
2023-11-12,Lazio,Roma,0,0,D,9,1.8,6,5,1.2,1.0,20,2.0,16,10,1.6,1.0,12,2.4,9,3,1.8,0.6,9,0.9,11,15,1.1,1.5,3,2,0,5,-0.5999999999999999,0.6,0.8,1.1
2023-11-12,Fiorentina,Bologna,2,1,H,6,1.2,6,5,1.2,1.0,18,1.8,19,10,1.9,1.0,11,2.2,9,4,1.8,0.8,12,1.2,15,13,1.5,1.3,2,2,1,5,-1.0000000000000002,0.3999999999999999,0.8,0.6000000000000001
2023-11-12,Udinese,Atalanta,1,1,D,7,1.4,5,4,1.0,0.8,10,1.0,9,11,0.9,1.1,7,1.4,8,5,1.6,1.0,13,1.3,16,14,1.6,1.4,0,2,3,5,0.0,0.0,0.8,-0.30000000000000004
2023-11-12,Napoli,Empoli,0,1,A,10,2.0,12,6,2.4,1.2,18,1.8,17,10,1.7,1.0,4,0.8,3,8,0.6,1.6,6,0.6,6,19,0.6,1.9,2,2,0,4,1.2,0.7999999999999998,-0.6,1.2000000000000002
2023-11-25,Salernitana,Lazio,2,1,H,2,0.4,4,10,0.8,2.0,13,1.3,14,18,1.4,1.8,10,2.0,6,3,1.2,0.6,12,1.2,10,14,1.0,1.4,1,3,0,4,-1.6,0.20000000000000007,-0.8,0.10000000000000009
2023-11-25,Atalanta,Napoli,1,2,A,7,1.4,9,6,1.8,1.2,22,2.2,22,10,2.2,1.0,7,1.4,8,7,1.6,1.4,19,1.9,18,9,1.8,0.9,2,3,0,5,0.0,0.40000000000000013,0.40000000000000013,0.30000000000000027
2023-11-25,Milan,Fiorentina,1,0,H,5,1.0,5,6,1.0,1.2,22,2.2,20,6,2.0,0.6,6,1.2,5,6,1.0,1.2,15,1.5,17,14,1.7,1.4,3,2,0,5,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.7000000000000002
2023-11-26,Cagliari,Monza,1,1,D,7,1.4,10,12,2.0,2.4,10,1.0,12,20,1.2,2.0,8,1.6,8,4,1.6,0.8,14,1.4,12,15,1.2,1.5,0,0,0,0,-0.20000000000000018,1.2,-0.7999999999999998,-0.3999999999999999
2023-11-26,Empoli,Sassuolo,3,4,A,7,1.4,4,5,0.8,1.0,13,1.3,10,12,1.0,1.2,3,0.6,5,8,1.0,1.6,5,0.5,11,23,1.1,2.3,2,2,0,4,0.7999999999999999,-0.8,0.0,0.8
2023-11-26,Frosinone,Genoa,2,1,H,6,1.2,8,10,1.6,2.0,13,2.1666666666666665,12,9,2.0,1.5,6,1.2,3,5,0.6,1.0,4,0.4,4,15,0.4,1.5,0,0,0,0,0.0,0.6000000000000001,-1.4,1.7666666666666666
2023-11-26,Roma,Udinese,3,1,H,10,2.0,7,3,1.4,0.6,18,1.8,20,11,2.0,1.1,7,1.4,4,3,0.8,0.6,7,0.7,6,15,0.6,1.5,3,1,1,5,0.6000000000000001,0.7999999999999999,0.20000000000000007,1.1
2023-11-26,Juventus,Inter,1,1,D,15,3.0,7,1,1.4,0.2,22,2.2,14,6,1.4,0.6,13,2.6,10,3,2.0,0.6,27,2.7,25,4,2.5,0.4,3,1,1,5,0.3999999999999999,0.7999999999999999,1.8,-0.5
2023-11-27,Verona,Lecce,2,2,D,0,0.0,3,10,0.6,2.0,11,1.1,9,18,0.9,1.8,3,0.6,5,7,1.0,1.4,7,0.7,9,14,0.9,1.4,2,0,0,2,-0.6,-0.7999999999999999,-1.0,0.40000000000000013
2023-11-27,Bologna,Torino,2,0,H,8,1.6,7,6,1.4,1.2,17,1.7,12,8,1.2,0.8,7,1.4,4,7,0.8,1.4,19,1.9,14,9,1.4,0.9,1,2,2,5,0.20000000000000018,0.0,-0.3999999999999999,-0.19999999999999996
2023-12-01,Monza,Juventus,1,2,A,6,1.2,6,5,1.2,1.0,17,1.7,14,7,1.4,0.7,13,2.6,6,2,1.2,0.4,20,2.0,14,9,1.4,0.9,2,0,0,2,-1.4000000000000001,0.7999999999999999,0.19999999999999996,-0.30000000000000004
