Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
26/01/2025,Udinese,Roma,1,2,A
26/01/2025,Lecce,Inter,0,4,A
26/01/2025,Lazio,Fiorentina,1,2,A
27/01/2025,Venezia,Verona,1,1,D
27/01/2025,Genoa,Monza,2,0,H
31/01/2025,Parma,Lecce,1,3,A
01/02/2025,Monza,Verona,0,1,A
01/02/2025,Udinese,Venezia,3,2,H
01/02/2025,Atalanta,Torino,1,1,D
01/02/2025,Bologna,Como,2,0,H
02/02/2025,Juventus,Empoli,4,1,H
02/02/2025,Fiorentina,Genoa,2,1,H
02/02/2025,Milan,Inter,1,1,D
02/02/2025,Roma,Napoli,1,1,D
03/02/2025,Cagliari,Lazio,1,2,A
06/02/2025,Fiorentina,Inter,3,0,H
07/02/2025,Como,Juventus,1,2,A
08/02/2025,Verona,Atalanta,0,5,A
08/02/2025,Empoli,Milan,0,2,A
08/02/2025,Torino,Genoa,1,1,D
09/02/2025,Venezia,Roma,0,1,A
09/02/2025,Cagliari,Parma,2,1,H
09/02/2025,Lazio,Monza,5,1,H
09/02/2025,Lecce,Bologna,0,0,D
09/02/2025,Napoli,Udinese,1,1,D
10/02/2025,Inter,Fiorentina,2,1,H
14/02/2025,Bologna,Torino,3,2,H
15/02/2025,Atalanta,Cagliari,0,0,D
15/02/2025,Lazio,Napoli,2,2,D
15/02/2025,Milan,Verona,1,0,H
16/02/2025,Fiorentina,Como,0,2,A
16/02/2025,Monza,Lecce,0,0,D
16/02/2025,Udinese,Empoli,3,0,H
16/02/2025,Parma,Roma,0,1,A
16/02/2025,Juventus,Inter,1,0,H
17/02/2025,Genoa,Venezia,2,0,H
21/02/2025,Lecce,Udinese,0,1,A
22/02/2025,Parma,Bologna,2,0,H
22/02/2025,Venezia,Lazio,0,0,D
22/02/2025,Torino,Milan,2,1,H
22/02/2025,Inter,Genoa,1,0,H
23/02/2025,Como,Napoli,2,1,H
23/02/2025,Verona,Fiorentina,1,0,H
23/02/2025,Empoli,Atalanta,0,5,A
23/02/2025,Cagliari,Juventus,0,1,A
24/02/2025,Roma,Monza,4,0,H
27/02/2025,Bologna,Milan,2,1,H
28/02/2025,Fiorentina,Lecce,1,0,H
01/03/2025,Atalanta,Venezia,0,0,D
01/03/2025,Napoli,Inter,1,1,D
01/03/2025,Udinese,Parma,1,0,H
02/03/2025,Monza,Torino,0,2,A
02/03/2025,Bologna,Cagliari,2,1,H
02/03/2025,Genoa,Empoli,1,1,D
02/03/2025,Roma,Como,2,1,H
02/03/2025,Milan,Lazio,1,2,A
03/03/2025,Juventus,Verona,2,0,H
07/03/2025,Cagliari,Genoa,1,1,D
08/03/2025,Como,Venezia,1,1,D
08/03/2025,Parma,Torino,2,2,D
08/03/2025,Lecce,Milan,2,3,A
08/03/2025,Inter,Monza,3,2,H
09/03/2025,Verona,Bologna,1,2,A
09/03/2025,Napoli,Fiorentina,2,1,H
09/03/2025,Empoli,Roma,0,1,A
09/03/2025,Juventus,Atalanta,0,4,A
10/03/2025,Lazio,Udinese,1,1,D
14/03/2025,Genoa,Lecce,2,1,H
15/03/2025,Monza,Parma,1,1,D
15/03/2025,Udinese,Verona,0,1,A
15/03/2025,Milan,Como,2,1,H
15/03/2025,Torino,Empoli,1,0,H
16/03/2025,Venezia,Napoli,0,0,D
16/03/2025,Bologna,Lazio,5,0,H
16/03/2025,Roma,Cagliari,1,0,H
16/03/2025,Fiorentina,Juventus,3,0,H
16/03/2025,Atalanta,Inter,0,2,A
29/03/2025,Como,Empoli,1,1,D
29/03/2025,Venezia,Bologna,0,1,A
29/03/2025,Juventus,Genoa,1,0,H
29/03/2025,Lecce,Roma,0,1,A
30/03/2025,Cagliari,Monza,3,0,H
30/03/2025,Fiorentina,Atalanta,1,0,H
30/03/2025,Inter,Udinese,2,1,H
30/03/2025,Napoli,Milan,2,1,H
31/03/2025,Verona,Parma,0,0,D
31/03/2025,Lazio,Torino,1,1,D
04/04/2025,Genoa,Udinese,1,0,H
05/04/2025,Monza,Como,1,3,A
05/04/2025,Parma,Inter,2,2,D
05/04/2025,Milan,Fiorentina,2,2,D
06/04/2025,Lecce,Venezia,1,1,D
06/04/2025,Empoli,Cagliari,0,0,D
06/04/2025,Torino,Verona,1,1,D
06/04/2025,Atalanta,Lazio,0,1,A
06/04/2025,Roma,Juventus,1,1,D
07/04/2025,Bologna,Napoli,1,1,D
11/04/2025,Udinese,Milan,0,4,A
12/04/2025,Venezia,Monza,1,0,H
12/04/2025,Inter,Cagliari,3,1,H
12/04/2025,Juventus,Lecce,2,1,H
13/04/2025,Atalanta,Bologna,2,0,H
13/04/2025,Fiorentina,Parma,0,0,D
13/04/2025,Verona,Genoa,0,0,D
13/04/2025,Como,Torino,1,0,H
13/04/2025,Lazio,Roma,1,1,D
14/04/2025,Napoli,Empoli,3,0,H
19/04/2025,Lecce,Como,0,3,A
19/04/2025,Monza,Napoli,0,1,A
19/04/2025,Roma,Verona,1,0,H
20/04/2025,Empoli,Venezia,2,2,D
20/04/2025,Bologna,Inter,1,0,H
20/04/2025,Milan,Atalanta,0,1,A
23/04/2025,Cagliari,Fiorentina,1,2,A
23/04/2025,Genoa,Lazio,0,2,A
23/04/2025,Parma,Juventus,1,0,H
23/04/2025,Torino,Udinese,2,0,H
27/04/2025,Como,Genoa,1,0,H
27/04/2025,Venezia,Milan,0,2,A
27/04/2025,Fiorentina,Empoli,2,1,H
27/04/2025,Inter,Roma,0,1,A
27/04/2025,Juventus,Monza,2,0,H
27/04/2025,Atalanta,Lecce,1,1,D
27/04/2025,Napoli,Torino,2,0,H
28/04/2025,Udinese,Bologna,0,0,D
28/04/2025,Lazio,Parma,2,2,D
28/04/2025,Verona,Cagliari,0,2,A
02/05/2025,Torino,Venezia,1,1,D
03/05/2025,Cagliari,Udinese,1,2,A
03/05/2025,Parma,Como,0,1,A
03/05/2025,Lecce,Napoli,0,1,A
03/05/2025,Inter,Verona,1,0,H
04/05/2025,Empoli,Lazio,0,1,A
04/05/2025,Monza,Atalanta,0,4,A
04/05/2025,Roma,Fiorentina,1,0,H
04/05/2025,Bologna,Juventus,1,1,D
05/05/2025,Genoa,Milan,1,2,A
09/05/2025,Milan,Bologna,3,1,H
10/05/2025,Como,Cagliari,3,1,H
10/05/2025,Lazio,Juventus,1,1,D
10/05/2025,Empoli,Parma,2,1,H
11/05/2025,Udinese,Monza,1,2,A
11/05/2025,Verona,Lecce,1,1,D
11/05/2025,Torino,Inter,0,2,A
11/05/2025,Napoli,Genoa,2,2,D
12/05/2025,Venezia,Fiorentina,2,1,H
12/05/2025,Atalanta,Roma,2,1,H
17/05/2025,Genoa,Atalanta,2,3,A
18/05/2025,Cagliari,Venezia,3,0,H
18/05/2025,Fiorentina,Bologna,3,2,H
18/05/2025,Inter,Lazio,2,2,D
18/05/2025,Juventus,Udinese,2,0,H
18/05/2025,Lecce,Torino,1,0,H
18/05/2025,Monza,Empoli,1,3,A
18/05/2025,Parma,Napoli,0,0,D
18/05/2025,Roma,Milan,3,1,H
18/05/2025,Verona,Como,1,1,D
23/05/2025,Como,Inter,0,2,A
23/05/2025,Napoli,Cagliari,2,0,H
24/05/2025,Bologna,Genoa,1,3,A
24/05/2025,Milan,Monza,2,0,H
25/05/2025,Atalanta,Parma,2,3,A
25/05/2025,Empoli,Verona,1,2,A
25/05/2025,Lazio,Lecce,0,1,A
25/05/2025,Torino,Roma,0,2,A
25/05/2025,Udinese,Fiorentina,2,3,A
25/05/2025,Venezia,Juventus,2,3,A
