date,match,won,odds,prob,ev,stake,profit,bankroll,cumsum,peak,dd
2025-02-02,Milan vs Inter,True,3.5,0.387,35.45,64.0075154117906,160.01878852947652,1440.1690967652885,440.1690967652885,1621.7766198585978,-1181.6075230933093
2025-02-03,Cagliari vs Lazio,False,3.4,0.387,31.58000000000001,72.00845483826443,-72.00845483826443,1368.160641927024,368.1606419270241,1621.7766198585978,-1253.6159779315738
2025-02-06,Fiorentina vs Inter,False,3.5,0.387,35.45,68.4080320963512,-68.4080320963512,1299.7526098306728,299.7526098306729,1621.7766198585978,-1322.0240100279248
2025-02-07,Como vs Juventus,False,3.4,0.387,31.58000000000001,64.98763049153364,-64.98763049153364,1234.7649793391392,234.76497933913924,1621.7766198585978,-1387.0116405194585
2025-02-09,Lecce vs Bologna,True,3.5,0.387,35.45,61.73824896695697,154.3456224173924,1389.1106017565317,389.11060175653165,1621.7766198585978,-1232.6660181020661
2025-02-14,Bologna vs Torino,False,3.4,0.387,31.58000000000001,69.45553008782659,-69.45553008782659,1319.655071668705,319.6550716687051,1621.7766198585978,-1302.1215481898926
2025-02-16,Parma vs Roma,False,3.5,0.387,35.45,65.98275358343525,-65.98275358343525,1253.6723180852698,253.67231808526984,1621.7766198585978,-1368.104301773328
2025-02-16,Udinese vs Empoli,False,3.5,0.387,35.45,62.68361590426349,-62.68361590426349,1190.9887021810064,190.98870218100635,1621.7766198585978,-1430.7879176775914
2025-02-16,Fiorentina vs Como,False,3.5,0.387,35.45,59.54943510905032,-59.54943510905032,1131.439267071956,131.439267071956,1621.7766198585978,-1490.3373527866418
2025-02-17,Genoa vs Venezia,False,3.4,0.387,31.58000000000001,56.5719633535978,-56.5719633535978,1074.8673037183582,74.86730371835822,1621.7766198585978,-1546.9093161402395
2025-02-22,Parma vs Bologna,False,3.5,0.387,35.45,53.74336518591792,-53.74336518591792,1021.1239385324403,21.1239385324403,1621.7766198585978,-1600.6526813261576
2025-02-22,Torino vs Milan,False,3.3,0.387,27.70999999999999,51.05619692662202,-51.05619692662202,970.0677416058184,-29.932258394181723,1621.7766198585978,-1651.7088782527794
2025-02-23,Cagliari vs Juventus,False,3.5,0.387,35.45,48.50338708029092,-48.50338708029092,921.5643545255274,-78.43564547447264,1621.7766198585978,-1700.2122653330705
2025-02-23,Verona vs Fiorentina,False,3.4,0.387,31.58000000000001,46.07821772627637,-46.07821772627637,875.486136799251,-124.513863200749,1621.7766198585978,-1746.2904830593468
2025-02-27,Bologna vs Milan,False,3.3,0.387,27.70999999999999,43.77430683996255,-43.77430683996255,831.7118299592885,-168.28817004071155,1621.7766198585978,-1790.0647898993093
2025-02-28,Fiorentina vs Lecce,False,3.4,0.387,31.58000000000001,41.58559149796443,-41.58559149796443,790.1262384613241,-209.87376153867598,1621.7766198585978,-1831.6503813972738
2025-03-02,Monza vs Torino,False,3.3,0.387,27.70999999999999,39.50631192306621,-39.50631192306621,750.6199265382579,-249.3800734617422,1621.7766198585978,-1871.1566933203399
2025-03-08,Parma vs Torino,True,3.25,0.387,25.775000000000013,37.5309963269129,84.44474173555402,835.0646682738119,-164.93533172618817,1621.7766198585978,-1786.711951584786
2025-03-09,Juventus vs Atalanta,False,3.25,0.387,25.775000000000013,41.753233413690594,-41.753233413690594,793.3114348601213,-206.68856513987876,1621.7766198585978,-1828.4651849984766
2025-03-09,Empoli vs Roma,False,3.3,0.387,27.70999999999999,39.66557174300607,-39.66557174300607,753.6458631171151,-246.35413688288483,1621.7766198585978,-1868.1307567414826
2025-03-09,Verona vs Bologna,False,3.3,0.387,27.70999999999999,37.68229315585576,-37.68229315585576,715.9635699612594,-284.0364300387406,1621.7766198585978,-1905.8130498973383
2025-03-10,Lazio vs Udinese,True,3.5,0.387,35.45,35.798178498062974,89.49544624515744,805.4590162064169,-194.54098379358317,1621.7766198585978,-1816.3176036521809
2025-03-15,Udinese vs Verona,False,3.5,0.387,35.45,40.27295081032085,-40.27295081032085,765.1860653960961,-234.81393460390402,1621.7766198585978,-1856.5905544625018
2025-03-15,Torino vs Empoli,False,3.3,0.387,27.70999999999999,38.2593032698048,-38.2593032698048,726.9267621262912,-273.0732378737088,1621.7766198585978,-1894.8498577323066
2025-03-16,Atalanta vs Inter,False,3.3,0.387,27.70999999999999,36.34633810631456,-36.34633810631456,690.5804240199767,-309.4195759800234,1621.7766198585978,-1931.1961958386212
2025-03-29,Como vs Empoli,True,3.3,0.387,27.70999999999999,34.529021200998834,79.41674876229732,769.997172782274,-230.0028272177261,1621.7766198585978,-1851.7794470763238
2025-03-29,Venezia vs Bologna,False,3.5,0.387,35.45,38.499858639113704,-38.499858639113704,731.4973141431603,-268.5026858568398,1621.7766198585978,-1890.2793057154377
